STATION,DATE,PRCP,TAVG,TMAX,TMIN
USW00012918,4/5/2001,0,77,83,71
USW00012918,4/6/2001,0,75,81,69
USW00012918,4/7/2001,0,75,81,68
USW00012918,4/8/2001,0,78,83,72
USW00012918,4/9/2001,0,78,84,72
USW00012918,4/10/2001,0,77,82,71
USW00012918,4/11/2001,0.03,74,81,67
USW00012918,4/12/2001,0.01,77,83,70
USW00012918,4/13/2001,0.05,81,87,74
USW00012918,4/14/2001,0,80,85,74
USW00012918,4/15/2001,0,80,87,72
USW00012918,4/16/2001,0.08,77,84,70
USW00012918,4/17/2001,0.03,63,70,56
USW00012918,4/18/2001,0,60,68,52
USW00012918,4/19/2001,0,65,77,53
USW00012918,4/20/2001,0,74,80,67
USW00012918,4/21/2001,0,75,84,66
USW00012918,4/22/2001,0,78,81,74
USW00012918,4/23/2001,0.14,78,86,69
USW00012918,4/24/2001,0.12,65,72,57
USW00012918,4/25/2001,0,66,78,53
USW00012918,4/26/2001,0,66,79,53
USW00012918,4/27/2001,0,69,80,57
USW00012918,4/28/2001,0,70,80,59
USW00012918,4/29/2001,0,70,81,59
USW00012918,4/30/2001,0,71,81,61
USW00012918,5/1/2001,0,74,82,66
USW00012918,5/2/2001,0,76,84,67
USW00012918,5/3/2001,0,77,84,69
USW00012918,5/4/2001,0,78,83,72
USW00012918,5/5/2001,0.17,76,84,68
USW00012918,5/6/2001,0.17,74,83,65
USW00012918,5/7/2001,0.46,74,83,64
USW00012918,5/8/2001,0,75,84,66
USW00012918,5/9/2001,0,75,84,65
USW00012918,5/10/2001,0,76,85,66
USW00012918,5/11/2001,0,75,84,66
USW00012918,5/12/2001,0.15,74,82,66
USW00012918,5/13/2001,0,76,84,68
USW00012918,5/14/2001,0,77,87,66
USW00012918,5/15/2001,0,75,86,64
USW00012918,5/16/2001,0,77,87,67
USW00012918,5/17/2001,0,78,86,69
USW00012918,5/18/2001,0,79,87,70
USW00012918,5/19/2001,0,80,88,71
USW00012918,5/20/2001,0,81,90,71
USW00012918,5/21/2001,0,79,91,67
USW00012918,5/22/2001,0,74,85,63
USW00012918,5/23/2001,0,74,89,58
USW00012918,5/24/2001,0,77,89,64
USW00012918,5/25/2001,0.05,79,89,69
USW00012918,5/26/2001,0.44,80,90,70
USW00012918,5/27/2001,0,79,88,70
USW00012918,5/28/2001,0,83,90,75
USW00012918,5/29/2001,0,82,90,74
USW00012918,5/30/2001,0,84,91,76
USW00012918,5/31/2001,1.88,79,86,71
USW00012918,6/1/2001,1.68,82,92,71
USW00012918,6/2/2001,0,84,92,76
USW00012918,6/3/2001,0.04,84,91,76
USW00012918,6/4/2001,0.1,83,90,76
USW00012918,6/5/2001,8.53,77,81,73
USW00012918,6/6/2001,0.01,80,88,71
USW00012918,6/7/2001,0.63,76,82,70
USW00012918,6/8/2001,5.03,81,88,73
USW00012918,6/9/2001,6.49,76,80,71
USW00012918,6/10/2001,0.15,80,86,73
USW00012918,6/11/2001,0,82,92,72
USW00012918,6/12/2001,0,82,91,73
USW00012918,6/13/2001,0,83,89,77
USW00012918,6/14/2001,0,85,89,80
USW00012918,6/15/2001,0.01,78,87,69
USW00012918,6/16/2001,0,83,92,73
USW00012918,6/17/2001,0,83,91,74
USW00012918,6/18/2001,0,81,90,72
USW00012918,6/19/2001,0,80,90,70
USW00012918,6/20/2001,0,80,88,71
USW00012918,6/21/2001,0,83,91,74
USW00012918,6/22/2001,0.49,81,91,70
USW00012918,6/23/2001,0,81,89,73
USW00012918,6/24/2001,0,81,89,72
USW00012918,6/25/2001,0,81,90,71
USW00012918,6/26/2001,0,83,92,73
USW00012918,6/27/2001,0,83,91,74
USW00012918,6/28/2001,0,82,92,72
USW00012918,6/29/2001,0.04,,88,75
USW00012918,6/30/2001,0,83,91,74
USW00012918,7/1/2001,0.48,79,87,71
USW00012918,7/2/2001,0,81,89,72
USW00012918,7/3/2001,0,81,88,73
USW00012918,7/4/2001,0,82,89,75
USW00012918,7/5/2001,0,84,93,74
USW00012918,7/6/2001,0,85,94,76
USW00012918,7/7/2001,0.08,84,92,76
USW00012918,7/8/2001,0,84,92,75
USW00012918,7/9/2001,0,84,94,74
USW00012918,7/10/2001,0,85,94,75
USW00012918,7/11/2001,0,86,96,76
USW00012918,7/12/2001,0,85,94,76
USW00012918,7/13/2001,0,86,95,77
USW00012918,7/14/2001,0,85,92,77
USW00012918,7/15/2001,0,85,92,77
USW00012918,7/16/2001,0.04,85,93,77
USW00012918,7/17/2001,0,84,92,76
USW00012918,7/18/2001,0.94,85,93,77
USW00012918,7/19/2001,0,84,92,76
USW00012918,7/20/2001,0,85,93,77
USW00012918,7/21/2001,0,,94,75
USW00012918,7/22/2001,0,87,97,76
USW00012918,7/23/2001,0,86,94,77
USW00012918,7/24/2001,0,86,95,77
USW00012918,7/25/2001,0,84,91,77
USW00012918,7/26/2001,0,84,90,77
USW00012918,7/27/2001,1.16,79,82,75
USW00012918,7/28/2001,0.07,83,90,76
USW00012918,7/29/2001,0.11,83,90,76
USW00012918,7/30/2001,0.13,85,92,77
USW00012918,7/31/2001,0,85,93,76
USW00012918,8/1/2001,0,85,94,76
USW00012918,8/2/2001,0.38,85,94,76
USW00012918,8/3/2001,0,85,93,77
USW00012918,8/4/2001,0,85,94,75
USW00012918,8/5/2001,0,87,96,77
USW00012918,8/6/2001,0.78,84,95,73
USW00012918,8/7/2001,0.03,83,91,74
USW00012918,8/8/2001,0,84,92,76
USW00012918,8/9/2001,0,85,92,77
USW00012918,8/10/2001,0,85,93,76
USW00012918,8/11/2001,0,85,94,75
USW00012918,8/12/2001,0,85,95,75
USW00012918,8/13/2001,0,85,90,79
USW00012918,8/14/2001,0.1,86,95,77
USW00012918,8/15/2001,0,85,92,77
USW00012918,8/16/2001,0,86,95,77
USW00012918,8/17/2001,0,85,95,75
USW00012918,8/18/2001,0,86,96,75
USW00012918,8/19/2001,0,83,91,75
USW00012918,8/20/2001,0,86,95,76
USW00012918,8/21/2001,0,85,94,76
USW00012918,8/22/2001,0,85,94,76
USW00012918,8/23/2001,0,85,95,74
USW00012918,8/24/2001,0,85,94,76
USW00012918,8/25/2001,0,84,93,75
USW00012918,8/26/2001,0.15,85,92,77
USW00012918,8/27/2001,0.41,82,90,73
USW00012918,8/28/2001,0.36,76,79,73
USW00012918,8/29/2001,1.63,76,78,73
USW00012918,8/30/2001,3.1,77,81,72
USW00012918,8/31/2001,5.09,76,78,73
USW00012918,9/1/2001,2.87,79,85,73
USW00012918,9/2/2001,0.63,79,83,75
USW00012918,9/3/2001,0.19,82,89,75
USW00012918,9/4/2001,1.05,83,90,75
USW00012918,9/5/2001,0.27,82,89,74
USW00012918,9/6/2001,0.01,83,91,75
USW00012918,9/7/2001,0,84,92,75
USW00012918,9/8/2001,0,85,92,77
USW00012918,9/9/2001,0.4,77,83,71
USW00012918,9/10/2001,0,80,88,71
USW00012918,9/11/2001,0,79,87,71
USW00012918,9/12/2001,0,79,89,69
USW00012918,9/13/2001,0,84,92,75
USW00012918,9/14/2001,0,83,91,75
USW00012918,9/15/2001,0,82,90,74
USW00012918,9/16/2001,0,80,88,72
USW00012918,9/17/2001,0,82,89,74
USW00012918,9/18/2001,0,82,90,73
USW00012918,9/19/2001,0,85,94,76
USW00012918,9/20/2001,0.01,86,96,76
USW00012918,9/21/2001,1.5,82,91,72
USW00012918,9/22/2001,0.9,78,86,69
USW00012918,9/23/2001,0.98,76,80,71
USW00012918,9/24/2001,0,71,74,67
USW00012918,9/25/2001,0,68,75,60
USW00012918,9/26/2001,0,67,77,57
USW00012918,9/27/2001,0,69,80,57
USW00012918,9/28/2001,0,70,81,59
USW00012918,9/29/2001,0,71,82,60
USW00012918,9/30/2001,0,69,79,58
USW00012918,10/1/2001,0,71,81,60
USW00012918,10/2/2001,0,70,82,57
USW00012918,10/3/2001,0,73,84,61
USW00012918,10/4/2001,0.38,73,78,67
USW00012918,10/5/2001,1.42,75,82,68
USW00012918,10/6/2001,0.03,64,68,59
USW00012918,10/7/2001,0,65,73,57
USW00012918,10/8/2001,0,69,80,58
USW00012918,10/9/2001,0.53,77,85,69
USW00012918,10/10/2001,0.08,81,87,74
USW00012918,10/11/2001,1.75,74,79,69
USW00012918,10/12/2001,0.06,78,86,69
USW00012918,10/13/2001,1.91,69,79,58
USW00012918,10/14/2001,0,67,80,53
USW00012918,10/15/2001,0,70,82,58
USW00012918,10/16/2001,0,62,70,53
USW00012918,10/17/2001,0,59,69,48
USW00012918,10/18/2001,0,63,76,49
USW00012918,10/19/2001,0,69,80,58
USW00012918,10/20/2001,0,70,79,61
USW00012918,10/21/2001,0,73,82,64
USW00012918,10/22/2001,0,78,85,71
USW00012918,10/23/2001,0,79,87,70
USW00012918,10/24/2001,0,80,88,72
USW00012918,10/25/2001,0,73,83,62
USW00012918,10/26/2001,0,65,76,54
USW00012918,10/27/2001,0,64,76,51
USW00012918,10/28/2001,0,58,67,49
USW00012918,10/29/2001,0,60,72,48
USW00012918,10/30/2001,0,63,74,51
USW00012918,10/31/2001,0,67,80,54
USW00012918,11/1/2001,0,74,83,65
USW00012918,11/2/2001,0,75,83,67
USW00012918,11/3/2001,0,75,84,65
USW00012918,11/4/2001,0,72,83,61
USW00012918,11/5/2001,0,69,80,57
USW00012918,11/6/2001,0,65,78,52
USW00012918,11/7/2001,0,66,78,54
USW00012918,11/8/2001,0.12,71,81,61
USW00012918,11/9/2001,0,71,80,62
USW00012918,11/10/2001,0,67,77,57
USW00012918,11/11/2001,0,68,78,58
USW00012918,11/12/2001,0.32,68,76,59
USW00012918,11/13/2001,0.01,68,76,60
USW00012918,11/14/2001,0,71,77,64
USW00012918,11/15/2001,0.1,73,76,70
USW00012918,11/16/2001,0.23,67,73,61
USW00012918,11/17/2001,0,67,75,58
USW00012918,11/18/2001,0,66,78,53
USW00012918,11/19/2001,0,67,78,55
USW00012918,11/20/2001,0,57,65,49
USW00012918,11/21/2001,0,53,63,43
USW00012918,11/22/2001,0.07,67,76,57
USW00012918,11/23/2001,0,74,82,65
USW00012918,11/24/2001,0,65,77,52
USW00012918,11/25/2001,0,62,75,48
USW00012918,11/26/2001,0.05,74,82,65
USW00012918,11/27/2001,3.05,62,76,48
USW00012918,11/28/2001,1.27,44,48,39
USW00012918,11/29/2001,0.57,41,48,34
USW00012918,11/30/2001,0,51,65,36
USW00012918,12/1/2001,0.04,59,69,49
USW00012918,12/2/2001,1.06,57,59,55
USW00012918,12/3/2001,0,64,72,56
USW00012918,12/4/2001,0,69,78,59
USW00012918,12/5/2001,0,74,80,67
USW00012918,12/6/2001,0.37,72,77,67
USW00012918,12/7/2001,0.02,73,79,66
USW00012918,12/8/2001,0.23,59,67,51
USW00012918,12/9/2001,0,53,59,47
USW00012918,12/10/2001,0,53,62,43
USW00012918,12/11/2001,1.03,61,71,51
USW00012918,12/12/2001,0.67,72,74,69
USW00012918,12/13/2001,1.77,60,70,49
USW00012918,12/14/2001,0,53,64,42
USW00012918,12/15/2001,0,63,73,53
USW00012918,12/16/2001,1.65,70,76,63
USW00012918,12/17/2001,0,58,66,50
USW00012918,12/18/2001,0,55,66,43
USW00012918,12/19/2001,0,55,64,46
USW00012918,12/20/2001,0,51,62,40
USW00012918,12/21/2001,0,54,68,40
USW00012918,12/22/2001,0.38,67,74,59
USW00012918,12/23/2001,0,55,63,46
USW00012918,12/24/2001,0,46,54,38
USW00012918,12/25/2001,0,47,55,38
USW00012918,12/26/2001,0,46,56,36
USW00012918,12/27/2001,0,49,64,34
USW00012918,12/28/2001,0.07,61,70,52
USW00012918,12/29/2001,0,55,68,42
USW00012918,12/30/2001,0,47,53,41
USW00012918,12/31/2001,0.09,43,47,38
USW00012918,1/1/2002,0.02,41,44,38
USW00012918,1/2/2002,0,41,47,34
USW00012918,1/3/2002,0,37,45,28
USW00012918,1/4/2002,0,42,56,27
USW00012918,1/5/2002,1.26,54,60,47
USW00012918,1/6/2002,0,51,62,39
USW00012918,1/7/2002,0,48,58,37
USW00012918,1/8/2002,0,49,65,32
USW00012918,1/9/2002,0,63,75,50
USW00012918,1/10/2002,0,65,75,54
USW00012918,1/11/2002,0,60,65,55
USW00012918,1/12/2002,0,57,68,46
USW00012918,1/13/2002,0,51,66,36
USW00012918,1/14/2002,0,60,71,49
USW00012918,1/15/2002,0,50,61,38
USW00012918,1/16/2002,0,60,73,46
USW00012918,1/17/2002,0,67,76,57
USW00012918,1/18/2002,0.02,60,65,54
USW00012918,1/19/2002,0.01,58,71,44
USW00012918,1/20/2002,0,49,57,40
USW00012918,1/21/2002,0,60,69,51
USW00012918,1/22/2002,0,67,77,57
USW00012918,1/23/2002,0.04,73,76,70
USW00012918,1/24/2002,0.05,63,74,51
USW00012918,1/25/2002,0,53,61,44
USW00012918,1/26/2002,0,52,63,41
USW00012918,1/27/2002,0,59,73,45
USW00012918,1/28/2002,0.01,67,80,54
USW00012918,1/29/2002,0,74,80,67
USW00012918,1/30/2002,0,74,79,68
USW00012918,1/31/2002,0.64,64,79,49
USW00012918,2/1/2002,0,46,49,43
USW00012918,2/2/2002,0,47,55,39
USW00012918,2/3/2002,0,57,62,51
USW00012918,2/4/2002,0.02,54,57,51
USW00012918,2/5/2002,0.14,46,51,41
USW00012918,2/6/2002,0.09,41,45,37
USW00012918,2/7/2002,0,46,58,33
USW00012918,2/8/2002,0,49,61,37
USW00012918,2/9/2002,0,60,75,45
USW00012918,2/10/2002,0,52,61,42
USW00012918,2/11/2002,0,47,54,40
USW00012918,2/12/2002,0,50,63,36
USW00012918,2/13/2002,0,58,69,46
USW00012918,2/14/2002,0,54,64,44
USW00012918,2/15/2002,0,61,73,49
USW00012918,2/16/2002,0,55,67,43
USW00012918,2/17/2002,0,53,69,37
USW00012918,2/18/2002,0,63,74,52
USW00012918,2/19/2002,0.45,70,73,66
USW00012918,2/20/2002,0,64,75,53
USW00012918,2/21/2002,0.56,64,80,48
USW00012918,2/22/2002,0,57,66,48
USW00012918,2/23/2002,0,55,70,40
USW00012918,2/24/2002,0,62,74,49
USW00012918,2/25/2002,0,67,78,56
USW00012918,2/26/2002,0,46,56,35
USW00012918,2/27/2002,0,38,51,25
USW00012918,2/28/2002,0,46,55,36
USW00012918,3/1/2002,2.17,57,61,53
USW00012918,3/2/2002,0.01,46,60,32
USW00012918,3/3/2002,0,38,46,29
USW00012918,3/4/2002,0,42,56,27
USW00012918,3/5/2002,0,47,62,32
USW00012918,3/6/2002,0,65,76,53
USW00012918,3/7/2002,0,68,78,57
USW00012918,3/8/2002,0,70,76,64
USW00012918,3/9/2002,0,62,71,52
USW00012918,3/10/2002,0.08,54,64,44
USW00012918,3/11/2002,0.04,62,72,52
USW00012918,3/12/2002,0,65,74,56
USW00012918,3/13/2002,0,61,74,47
USW00012918,3/14/2002,0,70,78,61
USW00012918,3/15/2002,0,75,79,70
USW00012918,3/16/2002,0,70,77,63
USW00012918,3/17/2002,0.01,77,83,71
USW00012918,3/18/2002,0,76,82,70
USW00012918,3/19/2002,0,75,80,70
USW00012918,3/20/2002,0.11,66,73,59
USW00012918,3/21/2002,0,66,75,56
USW00012918,3/22/2002,0,54,64,44
USW00012918,3/23/2002,0,58,69,46
USW00012918,3/24/2002,0,67,77,57
USW00012918,3/25/2002,0.31,62,74,50
USW00012918,3/26/2002,0.01,59,70,47
USW00012918,3/27/2002,0,58,69,46
USW00012918,3/28/2002,0,66,79,53
USW00012918,3/29/2002,0,76,82,70
USW00012918,3/30/2002,0.76,77,87,66
USW00012918,3/31/2002,0,67,73,61
USW00012918,4/1/2002,0,65,74,56
USW00012918,4/2/2002,0,70,80,59
USW00012918,4/3/2002,0,66,73,58
USW00012918,4/4/2002,0,62,69,54
USW00012918,4/5/2002,0,64,70,57
USW00012918,4/6/2002,0,63,70,56
USW00012918,4/7/2002,0.01,70,75,64
USW00012918,4/8/2002,5.38,67,73,61
USW00012918,4/9/2002,0,71,78,64
USW00012918,4/10/2002,0,71,78,63
USW00012918,4/11/2002,0,72,79,64
USW00012918,4/12/2002,0,72,80,63
USW00012918,4/13/2002,0,72,81,62
USW00012918,4/14/2002,0,74,82,66
USW00012918,4/15/2002,0,72,81,63
USW00012918,4/16/2002,0,77,81,73
USW00012918,4/17/2002,0,78,83,72
USW00012918,4/18/2002,0,77,84,70
USW00012918,4/19/2002,0,77,84,70
USW00012918,4/20/2002,0,77,83,71
USW00012918,4/21/2002,0,79,86,72
USW00012918,4/22/2002,0,78,87,69
USW00012918,4/23/2002,0,77,85,69
USW00012918,4/24/2002,0,78,87,69
USW00012918,4/25/2002,0,79,87,70
USW00012918,4/26/2002,0,75,84,66
USW00012918,4/27/2002,0,79,86,72
USW00012918,4/28/2002,0,81,89,72
USW00012918,4/29/2002,0,81,90,72
USW00012918,4/30/2002,0,80,88,71
USW00012918,5/1/2002,0,82,89,74
USW00012918,5/2/2002,0,84,91,76
USW00012918,5/3/2002,0,83,90,75
USW00012918,5/4/2002,0,83,90,76
USW00012918,5/5/2002,0,83,89,76
USW00012918,5/6/2002,0,81,89,73
USW00012918,5/7/2002,0,83,89,77
USW00012918,5/8/2002,0,82,89,74
USW00012918,5/9/2002,0,82,88,76
USW00012918,5/10/2002,0,82,89,74
USW00012918,5/11/2002,0,82,89,75
USW00012918,5/12/2002,0,83,89,77
USW00012918,5/13/2002,0.16,70,79,61
USW00012918,5/14/2002,0,70,78,61
USW00012918,5/15/2002,0,71,83,59
USW00012918,5/16/2002,0,80,88,72
USW00012918,5/17/2002,3.28,73,78,68
USW00012918,5/18/2002,0,67,73,61
USW00012918,5/19/2002,0,65,76,54
USW00012918,5/20/2002,0,67,75,58
USW00012918,5/21/2002,0,69,80,58
USW00012918,5/22/2002,0,72,82,62
USW00012918,5/23/2002,0,75,82,68
USW00012918,5/24/2002,0,76,85,66
USW00012918,5/25/2002,0,78,88,68
USW00012918,5/26/2002,0.85,79,87,70
USW00012918,5/27/2002,0,77,86,67
USW00012918,5/28/2002,0.09,79,85,72
USW00012918,5/29/2002,0.03,75,81,68
USW00012918,5/30/2002,0.39,80,91,68
USW00012918,5/31/2002,0,75,82,68
USW00012918,6/1/2002,0,79,87,70
USW00012918,6/2/2002,0,78,87,69
USW00012918,6/3/2002,0.15,81,88,73
USW00012918,6/4/2002,0,82,89,74
USW00012918,6/5/2002,0,82,91,73
USW00012918,6/6/2002,0.54,83,92,73
USW00012918,6/7/2002,0,83,90,75
USW00012918,6/8/2002,0,82,89,75
USW00012918,6/9/2002,0,84,90,78
USW00012918,6/10/2002,0,83,90,76
USW00012918,6/11/2002,0,84,91,76
USW00012918,6/12/2002,0,82,90,74
USW00012918,6/13/2002,0,82,92,72
USW00012918,6/14/2002,0,85,96,74
USW00012918,6/15/2002,0,83,93,73
USW00012918,6/16/2002,0.77,79,89,69
USW00012918,6/17/2002,0,78,85,70
USW00012918,6/18/2002,0,81,89,73
USW00012918,6/19/2002,0.07,80,88,72
USW00012918,6/20/2002,0.01,82,87,77
USW00012918,6/21/2002,0,82,90,74
USW00012918,6/22/2002,0,83,91,74
USW00012918,6/23/2002,0,82,91,72
USW00012918,6/24/2002,0,80,87,72
USW00012918,6/25/2002,0.12,79,84,73
USW00012918,6/26/2002,0.03,79,85,73
USW00012918,6/27/2002,0,82,88,75
USW00012918,6/28/2002,0.2,77,80,73
USW00012918,6/29/2002,1.77,78,83,73
USW00012918,6/30/2002,0,83,88,78
USW00012918,7/1/2002,0,83,89,77
USW00012918,7/2/2002,0,84,90,77
USW00012918,7/3/2002,0,84,90,77
USW00012918,7/4/2002,0,84,90,77
USW00012918,7/5/2002,0,83,91,75
USW00012918,7/6/2002,0,84,95,73
USW00012918,7/7/2002,0,86,94,78
USW00012918,7/8/2002,0,86,93,79
USW00012918,7/9/2002,0.26,82,86,77
USW00012918,7/10/2002,0.15,83,92,74
USW00012918,7/11/2002,1.82,84,93,75
USW00012918,7/12/2002,0,85,94,76
USW00012918,7/13/2002,2.29,82,91,72
USW00012918,7/14/2002,0.91,80,89,71
USW00012918,7/15/2002,1.18,77,82,72
USW00012918,7/16/2002,1.19,77,82,72
USW00012918,7/17/2002,0,83,90,76
USW00012918,7/18/2002,0.03,83,90,75
USW00012918,7/19/2002,0.14,85,93,76
USW00012918,7/20/2002,0,84,93,75
USW00012918,7/21/2002,0,84,92,76
USW00012918,7/22/2002,0,85,94,76
USW00012918,7/23/2002,0,85,95,75
USW00012918,7/24/2002,0,85,94,76
USW00012918,7/25/2002,0,84,93,75
USW00012918,7/26/2002,0.11,83,89,76
USW00012918,7/27/2002,0,84,90,77
USW00012918,7/28/2002,0.47,83,89,77
USW00012918,7/29/2002,0,85,93,76
USW00012918,7/30/2002,0,84,90,78
USW00012918,7/31/2002,0,84,92,75
USW00012918,8/1/2002,0,84,93,74
USW00012918,8/2/2002,0,84,94,74
USW00012918,8/3/2002,0.36,85,97,72
USW00012918,8/4/2002,0.04,82,91,73
USW00012918,8/5/2002,0,83,93,73
USW00012918,8/6/2002,0,86,95,76
USW00012918,8/7/2002,0.05,86,94,78
USW00012918,8/8/2002,0,86,92,79
USW00012918,8/9/2002,0,85,93,76
USW00012918,8/10/2002,0,85,90,79
USW00012918,8/11/2002,0,85,92,77
USW00012918,8/12/2002,0.06,84,91,76
USW00012918,8/13/2002,1.42,81,87,74
USW00012918,8/14/2002,0.37,80,85,75
USW00012918,8/15/2002,5.52,73,76,70
USW00012918,8/16/2002,0.23,82,90,73
USW00012918,8/17/2002,0.01,84,90,77
USW00012918,8/18/2002,0,84,91,77
USW00012918,8/19/2002,0,85,92,77
USW00012918,8/20/2002,0,84,90,78
USW00012918,8/21/2002,0.01,84,91,77
USW00012918,8/22/2002,0,84,91,77
USW00012918,8/23/2002,0.08,84,91,76
USW00012918,8/24/2002,0.01,84,92,75
USW00012918,8/25/2002,0,85,94,76
USW00012918,8/26/2002,0.01,85,94,75
USW00012918,8/27/2002,0.22,84,93,74
USW00012918,8/28/2002,0,84,93,74
USW00012918,8/29/2002,0,83,92,73
USW00012918,8/30/2002,0,83,91,74
USW00012918,8/31/2002,0,85,93,77
USW00012918,9/1/2002,0,85,92,77
USW00012918,9/2/2002,0,85,92,77
USW00012918,9/3/2002,0.4,83,89,77
USW00012918,9/4/2002,0,80,84,76
USW00012918,9/5/2002,0.01,81,88,74
USW00012918,9/6/2002,0.8,76,79,72
USW00012918,9/7/2002,0.44,82,88,76
USW00012918,9/8/2002,0.42,80,84,75
USW00012918,9/9/2002,0.33,80,84,75
USW00012918,9/10/2002,0,82,90,74
USW00012918,9/11/2002,0,84,94,74
USW00012918,9/12/2002,0,85,96,73
USW00012918,9/13/2002,0,84,94,73
USW00012918,9/14/2002,0,83,93,73
USW00012918,9/15/2002,0.44,78,82,73
USW00012918,9/16/2002,0.09,77,81,73
USW00012918,9/17/2002,0.01,0,89,75
USW00012918,9/18/2002,0.01,84,90,75
USW00012918,9/19/2002,0.35,83,90,75
USW00012918,9/20/2002,0.23,77,84,69
USW00012918,9/21/2002,0,76,87,65
USW00012918,9/22/2002,0,78,86,69
USW00012918,9/23/2002,0,78,85,71
USW00012918,9/24/2002,0,78,87,68
USW00012918,9/25/2002,0,79,86,71
USW00012918,9/26/2002,0,79,89,69
USW00012918,9/27/2002,0,78,91,64
USW00012918,9/28/2002,0,78,89,66
USW00012918,9/29/2002,0,78,87,69
USW00012918,9/30/2002,0,78,88,67
USW00012918,10/1/2002,0,81,88,73
USW00012918,10/2/2002,0,82,90,74
USW00012918,10/3/2002,0,84,93,75
USW00012918,10/4/2002,0,84,92,75
USW00012918,10/5/2002,0,83,90,75
USW00012918,10/6/2002,0.01,82,89,74
USW00012918,10/7/2002,0.16,79,84,73
USW00012918,10/8/2002,0.34,78,84,72
USW00012918,10/9/2002,0.64,74,77,71
USW00012918,10/10/2002,0,70,76,63
USW00012918,10/11/2002,0,69,78,60
USW00012918,10/12/2002,0,72,84,60
USW00012918,10/13/2002,0,69,75,63
USW00012918,10/14/2002,0.07,62,67,56
USW00012918,10/15/2002,0,62,73,51
USW00012918,10/16/2002,0,63,76,50
USW00012918,10/17/2002,0,66,78,54
USW00012918,10/18/2002,0,72,83,60
USW00012918,10/19/2002,0.47,73,80,66
USW00012918,10/20/2002,0,71,77,65
USW00012918,10/21/2002,1.38,67,71,63
USW00012918,10/22/2002,0.5,68,70,65
USW00012918,10/23/2002,0.43,72,77,66
USW00012918,10/24/2002,2.84,70,73,67
USW00012918,10/25/2002,0.67,73,76,69
USW00012918,10/26/2002,0.47,69,70,68
USW00012918,10/27/2002,0.67,72,74,69
USW00012918,10/28/2002,1.31,72,75,68
USW00012918,10/29/2002,0.03,74,79,68
USW00012918,10/30/2002,0,72,82,61
USW00012918,10/31/2002,0,63,68,58
USW00012918,11/1/2002,0,63,70,55
USW00012918,11/2/2002,0.14,57,61,52
USW00012918,11/3/2002,1.22,62,66,58
USW00012918,11/4/2002,0.67,57,58,55
USW00012918,11/5/2002,0.23,61,68,53
USW00012918,11/6/2002,0,57,69,45
USW00012918,11/7/2002,0,56,69,43
USW00012918,11/8/2002,0,65,79,50
USW00012918,11/9/2002,0,72,84,60
USW00012918,11/10/2002,0,77,84,69
USW00012918,11/11/2002,0,71,80,61
USW00012918,11/12/2002,0,61,69,53
USW00012918,11/13/2002,0,56,67,44
USW00012918,11/14/2002,0,61,74,47
USW00012918,11/15/2002,0.4,61,68,54
USW00012918,11/16/2002,0,53,61,44
USW00012918,11/17/2002,0,54,68,39
USW00012918,11/18/2002,0,64,78,49
USW00012918,11/19/2002,0,65,74,56
USW00012918,11/20/2002,0,62,73,50
USW00012918,11/21/2002,0,61,74,47
USW00012918,11/22/2002,0,58,69,47
USW00012918,11/23/2002,0,56,70,42
USW00012918,11/24/2002,0,63,76,49
USW00012918,11/25/2002,0.01,66,76,55
USW00012918,11/26/2002,0.19,51,55,46
USW00012918,11/27/2002,0.03,47,51,42
USW00012918,11/28/2002,0,50,59,40
USW00012918,11/29/2002,0,52,65,38
USW00012918,11/30/2002,0,61,70,52
USW00012918,12/1/2002,0,52,58,45
USW00012918,12/2/2002,0,60,77,42
USW00012918,12/3/2002,0.69,69,73,65
USW00012918,12/4/2002,0.32,58,72,43
USW00012918,12/5/2002,0,40,43,37
USW00012918,12/6/2002,0,45,55,35
USW00012918,12/7/2002,0,52,67,37
USW00012918,12/8/2002,0.09,56,61,51
USW00012918,12/9/2002,0.78,48,52,44
USW00012918,12/10/2002,0,50,56,43
USW00012918,12/11/2002,0,49,58,39
USW00012918,12/12/2002,1.33,55,58,52
USW00012918,12/13/2002,0,54,62,45
USW00012918,12/14/2002,0,51,64,37
USW00012918,12/15/2002,0,57,71,42
USW00012918,12/16/2002,0,67,77,57
USW00012918,12/17/2002,0,70,77,63
USW00012918,12/18/2002,0,72,77,66
USW00012918,12/19/2002,0.02,63,70,55
USW00012918,12/20/2002,0,54,66,42
USW00012918,12/21/2002,0,59,72,46
USW00012918,12/22/2002,0,60,70,50
USW00012918,12/23/2002,0.39,64,74,53
USW00012918,12/24/2002,0,47,54,40
USW00012918,12/25/2002,0,43,50,35
USW00012918,12/26/2002,0,47,52,41
USW00012918,12/27/2002,0,57,67,46
USW00012918,12/28/2002,0,54,68,39
USW00012918,12/29/2002,0.01,63,74,52
USW00012918,12/30/2002,1.2,66,72,59
USW00012918,12/31/2002,0.01,54,61,47
USW00012918,1/1/2003,0,55,72,38
USW00012918,1/2/2003,0,50,58,41
USW00012918,1/3/2003,0,49,62,36
USW00012918,1/4/2003,0,54,68,39
USW00012918,1/5/2003,0,58,72,44
USW00012918,1/6/2003,0,59,68,50
USW00012918,1/7/2003,0,53,62,43
USW00012918,1/8/2003,0,54,69,39
USW00012918,1/9/2003,0,64,76,51
USW00012918,1/10/2003,0,55,61,48
